stage,cycles,cycles_%,macs,macs_%,energy_nJ,energy_%,energy_J,time_s@1.00GHz
patch_embed_B.json,763357,0.03311797422893119,781664256,0.00708069571495295,481234.481652,0.0054201558441835445,0.000481234,0.000763
encoder_attention_B.json,39575856,1.716984555189632,213756641280,1.936311814613704,168583598.246019,1.8987612278527817,0.168583598,0.039576
encoder_ffn_B.json,64479480,2.797419499572132,261078515712,2.364976411903674,217842786.934253,2.4535686858132553,0.217842787,0.064479
connector_B.json,2933205,0.12725606446023566,11903293440,0.10782583213634314,7370432.133120,0.08301335902479492,0.007370432,0.002933
decoder_attention_B.json,786795072,34.13482671665559,4805648973824,43.53191006923008,3687017109.471826,41.52696470316485,3.687017109,0.786795
decoder_ffn_B.json,1410415872,61.19039518989348,5746201722880,52.05189517640125,4797314522.408932,54.03227186830014,4.797314522,1.410416
